Power,AOM_Voltage
0.0,0.0
8.012074555415177e-05,0.13043478260869565
0.0004378545781863956,0.13377926421404682
0.0008177811875130484,0.13712374581939799
0.0012200076455522227,0.14046822742474915
0.0016446410243220258,0.14381270903010032
0.0020917883958405568,0.14715719063545152
0.00256155683212592,0.1505016722408027
0.00305405340519623,0.15384615384615388
0.0035693851870695764,0.15719063545150505
0.004107659249764081,0.1605351170568562
0.004668982665297835,0.16387959866220736
0.00525346250568895,0.16722408026755853
0.005861205842955532,0.1705685618729097
0.006492319749115688,0.17391304347826086
0.0071469112961875135,0.17725752508361203
0.007825087556189124,0.1806020066889632
0.00852695560113862,0.18394648829431437
0.009252622503054113,0.18729096989966557
0.010002195333953691,0.19063545150501673
0.010775781165855479,0.1939799331103679
0.011573487070777566,0.19732441471571907
0.012395420120738066,0.20066889632107024
0.013241687387755089,0.2040133779264214
0.014112395943846723,0.20735785953177258
0.015007652861031085,0.21070234113712374
0.01592756521132628,0.2140468227424749
0.016872240066750414,0.21739130434782608
0.017841784499321584,0.22073578595317725
0.018836305581057908,0.22408026755852842
0.01985591038397748,0.22742474916387959
0.020900705980098404,0.23076923076923075
0.0219707994414388,0.23411371237458192
0.02306629784001676,0.2374581939799331
0.024187308247850384,0.24080267558528426
0.0253339377369578,0.24414715719063548
0.026506293379357088,0.2474916387959866
0.027704482247066366,0.2508361204013378
0.028928611412103736,0.25418060200668896
0.030178787946487297,0.25752508361204013
0.031455118922235153,0.2608695652173913
0.03275771141136544,0.26421404682274247
0.034086672485896224,0.26755852842809363
0.03544210921784564,0.2709030100334448
0.03682412867923176,0.27424749163879597
0.03823283794207272,0.27759197324414714
0.0396683440783866,0.2809364548494983
0.041130754160191525,0.2842809364548495
0.042620175259505594,0.28762541806020064
0.04413671444834692,0.2909698996655518
0.0456804787987336,0.29431438127090304
0.047251575382683736,0.2976588628762542
0.04885011127221543,0.3010033444816053
0.05047619353934679,0.30434782608695654
0.052129929256095914,0.30769230769230776
0.05381142549448093,0.3110367892976589
0.05552078932651992,0.31438127090301
0.05725812782423101,0.31772575250836116
0.05902354805963228,0.32107023411371244
0.06081715710474184,0.3244147157190635
0.06263906203157785,0.32775919732441466
0.06448936991215831,0.33110367892976583
0.06636818781850141,0.33444816053511706
0.06827562282262525,0.3377926421404682
0.07021178199654789,0.34113712374581934
0.07217677241228745,0.34448160535117056
0.07417070114186208,0.34782608695652173
0.0761936752572898,0.3511705685618729
0.07824580183058881,0.354515050167224
0.08032718793377713,0.35785953177257523
0.08243794063887294,0.3612040133779264
0.08457816701789429,0.36454849498327757
0.08674797414285931,0.36789297658862874
0.0889474690857861,0.37123745819397985
0.0911767589186928,0.37458193979933113
0.09343595071359743,0.37792642140468224
0.09572515154251816,0.38127090301003347
0.09804446847747313,0.38461538461538464
0.10039400859048032,0.3879598662207358
0.10277387895355793,0.3913043478260869
0.10518418663872404,0.39464882943143814
0.10762503871799677,0.3979933110367893
0.1100965422633942,0.4013377926421405
0.11259880434693448,0.4046822742474916
0.11513193204063568,0.4080267558528428
0.11769603241651588,0.411371237458194
0.12029121254659324,0.41471571906354515
0.12291757950288582,0.4180602006688963
0.12557524035741177,0.42140468227424743
0.12826430218218915,0.42474916387959866
0.13098487204923612,0.4280936454849498
0.1337370570305707,0.431438127090301
0.13652096419821108,0.4347826086956521
0.1393367006241753,0.43812709030100333
0.14218437338048157,0.4414715719063545
0.14506408953914784,0.44481605351170567
0.14797595617219236,0.4481605351170568
0.15092008035163312,0.451505016722408
0.15389656914948832,0.45484949832775917
0.15690552963777596,0.45819397993311034
0.15994706888851423,0.46153846153846145
0.16302129397372128,0.4648829431438127
0.16612831196541503,0.46822742474916385
0.16926822993561377,0.471571906354515
0.17244115495633555,0.4749163879598662
0.1756471940995984,0.47826086956521735
0.17888645443742057,0.4816053511705685
0.18215904304182007,0.4849498327759197
0.18546506698481505,0.48829431438127097
0.1888046333384235,0.49163879598662213
0.1921778491746636,0.4949832775919733
0.1955848215655535,0.49832775919732436
0.19902565201317088,0.5016722408026756
0.20250031391096443,0.5050167224080268
0.20600865254375408,0.5083612040133779
0.20955050762641916,0.5117056856187291
0.21312571887383905,0.5150501672240803
0.21673412600089312,0.5183946488294314
0.2203755687224609,0.5217391304347826
0.2240498867534217,0.5250836120401338
0.22775691980865495,0.5284280936454849
0.23149650760304008,0.5317725752508361
0.2352684898514564,0.5351170568561873
0.23907270626878335,0.5384615384615384
0.24290899656990048,0.5418060200668896
0.24677720046968704,0.5451505016722408
0.2506771576830224,0.5484949832775919
0.25460870792478607,0.5518394648829431
0.2585716909098574,0.5551839464882943
0.26256594635311586,0.5585284280936454
0.2665913139694408,0.5618729096989966
0.2706476334737116,0.5652173913043478
0.2747347445808076,0.568561872909699
0.2788524870056084,0.5719063545150501
0.2830007004629932,0.5752508361204013
0.2871792246678416,0.5785953177257525
0.291387899335033,0.5819397993311036
0.2956265641794465,0.5852842809364548
0.2998950589159619,0.5886287625418061
0.3041932232594583,0.5919732441471571
0.30852089692481527,0.5953177257525084
0.312877919626912,0.5986622073578596
0.3172641310806282,0.6020066889632106
0.3216793710008431,0.6053511705685618
0.32612347910243616,0.6086956521739131
0.3305962951002867,0.6120401337792643
0.3350976587092741,0.6153846153846155
0.339627409644278,0.6187290969899667
0.34418538762017764,0.6220735785953176
0.34877143235185226,0.6254180602006689
0.3533853835541816,0.62876254180602
0.35802708094204494,0.6321070234113711
0.3626963642303214,0.6354515050167224
0.36739307313389086,0.6387959866220736
0.37211704736763224,0.6421404682274248
0.3768681266464255,0.645484949832776
0.3816461506851495,0.6488294314381271
0.3864509591986841,0.6521739130434783
0.39128239190190817,0.6555183946488294
0.3961402885097016,0.6588628762541805
0.4010244887369436,0.6622073578595319
0.4059348322985137,0.6655518394648829
0.4108711589092911,0.6688963210702341
0.4158333082841554,0.6722408026755854
0.42082112013798567,0.6755852842809364
0.42583443418566175,0.6789297658862877
0.43087309014206265,0.6822742474916388
0.4359369277220681,0.6856187290969901
0.4410257866405573,0.6889632107023412
0.44613950661240975,0.6923076923076922
0.4512779273525049,0.6956521739130435
0.45644088857572207,0.6989966555183947
0.4616282299969405,0.7023411371237458
0.46683979133104,0.7056856187290971
0.47207541229289934,0.7090301003344481
0.4773349325973988,0.7123745819397994
0.48261819195941696,0.7157190635451505
0.48792503009383376,0.7190635451505015
0.4932552867155284,0.7224080267558528
0.4986088015393804,0.7257525083612041
0.5039854142802688,0.729096989966555
0.5093849646530734,0.7324414715719064
0.5148072923726733,0.7357859531772575
0.5202522371539484,0.7391304347826088
0.5257196387117775,0.7424749163879598
0.5312093367610404,0.7458193979933109
0.5367211710166164,0.7491638795986623
0.5422549811933848,0.7525083612040134
0.5478106070062252,0.7558528428093645
0.5533878881700167,0.7591973244147158
0.5589866643996391,0.7625418060200669
0.5646067754099714,0.7658862876254181
0.5702480609158934,0.7692307692307693
0.5759103606322841,0.7725752508361202
0.5815935142740232,0.7759197324414716
0.5872973615559901,0.7792642140468226
0.593021742193064,0.7826086956521738
0.5987664959001244,0.7859531772575251
0.6045314623920509,0.7892976588628763
0.6103164813837225,0.7926421404682275
0.616121392590019,0.7959866220735786
0.6219460357258195,0.7993311036789296
0.6277902505060038,0.802675585284281
0.6336538766454506,0.8060200668896319
0.6395367538590402,0.8093645484949832
0.6454387218616511,0.8127090301003345
0.6513596203681635,0.8160535117056856
0.6572992890934564,0.8193979933110368
0.6632575677524093,0.822742474916388
0.6692342960599014,0.8260869565217389
0.6752293137308122,0.8294314381270903
0.6812424604800214,0.8327759197324415
0.6872735760224081,0.8361204013377926
0.6933225000728517,0.8394648829431439
0.6993890723462317,0.8428093645484949
0.7054731325574274,0.8461538461538461
0.7115745204213185,0.8494983277591973
0.717693075652784,0.8528428093645485
0.7238286379667037,0.8561872909698997
0.729981047077957,0.8595317725752509
0.7361501427014225,0.862876254180602
0.7423357645519808,0.8662207357859533
0.7485377523445103,0.8695652173913042
0.7547559457938908,0.8729096989966556
0.7609901846150019,0.8762541806020067
0.7672403085227227,0.8795986622073579
0.7735061572319325,0.882943143812709
0.7797875704575113,0.8862876254180603
0.7860843879143379,0.8896321070234113
0.7923964493172924,0.8929765886287626
0.7987235943812531,0.8963210702341136
0.8050656628211004,0.899665551839465
0.8114224943517131,0.903010033444816
0.8177939286879714,0.9063545150501672
0.8241798055447535,0.9096989966555183
0.8305799646369398,0.9130434782608696
0.8369942456794089,0.9163879598662207
0.8434224883870416,0.919732441471572
0.8498645324747155,0.9230769230769229
0.8563202176573114,0.9264214046822743
0.8627893836497075,0.9297658862876254
0.869271870166785,0.9331103678929765
0.8757675169234209,0.9364548494983277
0.8822761636344967,0.939799331103679
0.8887976500148904,0.94314381270903
0.8953318157794827,0.9464882943143813
0.9018785006431517,0.9498327759197323
0.908437544320778,0.9531772575250836
0.9150087865272398,0.9565217391304347
