Power,AOM_Voltage
0.9215920669774172,0.9598662207357859
0.9281872253861898,0.963210702341137
0.9347941014684368,0.9665551839464883
0.9414125349390374,0.9698996655518394
0.9480423655128707,0.9732441471571907
0.9546834329048168,0.9765886287625419
0.9613355768297549,0.979933110367893
0.9679986370025645,0.9832775919732443
0.9746724531381245,0.9866220735785952
0.9813568649513146,0.9899665551839467
0.9880517121570144,0.9933110367892977
0.9947568344701032,0.9966555183946489
1.00147207160546,1.0
